timestamp,model,power,phase,response_type,input_tokens,output_tokens,cost_usd
2026-04-30T19:18:18.205292,openai/gpt-oss-120b,TURKEY,S1901M,initialization,2235,232,0.00033718
2026-04-30T19:18:24.439907,anthropic/claude-haiku-4.5,TURKEY,S1901M,initialization,2903,1509,0.010448
2026-04-30T19:18:24.870951,google/gemini-2.5-flash-lite,TURKEY,S1901M,initialization,2141,4465,0.0020001
2026-04-30T19:18:37.244129,x-ai/grok-4.1-fast,TURKEY,S1901M,initialization,2647,2641,0.00182785
2026-04-30T19:18:54.030069,qwen/qwen3.6-plus,TURKEY,S1901M,initialization,2274,2434,0.00548535
2026-04-30T19:22:04.578608,qwen/qwen3.5-27b,TURKEY,S1901M,initialization,2323,4425,0.007355985
2026-04-30T19:22:51.427847,google/gemma-4-31b-it,TURKEY,S1901M,initialization,2176,2431,0.00120666
2026-04-30T19:22:59.367601,openai/gpt-oss-120b,TURKEY,S1901M,negotiation,3479,353,0.0006666615
2026-04-30T19:23:05.701879,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation,3317,4464,0.0021173
2026-04-30T19:23:09.236835,anthropic/claude-haiku-4.5,TURKEY,S1901M,negotiation,4390,1621,0.012495
2026-04-30T19:23:11.672403,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,3775,2188,0.00182695
2026-04-30T19:23:41.592856,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,3416,2701,0.00637715
2026-04-30T19:23:51.495016,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,3457,4633,0.0121563
2026-04-30T19:26:57.045085,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,3407,1576,0.00104179
2026-04-30T19:27:01.965030,openai/gpt-oss-120b,TURKEY,S1901M,negotiation,4353,561,0.000988054
2026-04-30T19:27:13.546220,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation,4283,4072,0.0020571
2026-04-30T19:27:16.428775,anthropic/claude-haiku-4.5,TURKEY,S1901M,negotiation,5228,1852,0.014488
2026-04-30T19:27:21.224716,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,4880,1468,0.00168795
2026-04-30T19:27:35.060195,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,4302,2710,0.0077946
2026-04-30T19:28:18.247530,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,4333,4397,0.009982375
2026-04-30T19:28:24.618498,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,4223,1500,0.00119122
2026-04-30T19:28:27.248004,openai/gpt-oss-120b,TURKEY,S1901M,negotiation_diary_raw,3742,724,0.00059742
2026-04-30T19:28:35.226102,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation_diary_raw,4821,1531,0.00170765
2026-04-30T19:28:36.330758,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation_diary_raw,3908,3610,0.0018348
2026-04-30T19:28:59.881583,anthropic/claude-haiku-4.5,TURKEY,S1901M,negotiation_diary_raw,4764,3599,0.022759
2026-04-30T19:29:11.173271,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation_diary_raw,3571,4364,0.007504185
2026-04-30T19:29:32.128493,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation_diary_raw,3813,3640,0.008337225
2026-04-30T19:30:02.062656,google/gemma-4-31b-it,TURKEY,S1901M,negotiation_diary_raw,3674,2047,0.00125548
2026-04-30T19:30:06.680249,openai/gpt-oss-120b,TURKEY,S1901M,order,5490,318,0.0010143
2026-04-30T19:30:12.971504,google/gemini-2.5-flash-lite,TURKEY,S1901M,order,5343,3362,0.0018791
2026-04-30T19:30:14.211593,x-ai/grok-4.1-fast,TURKEY,S1901M,order,6328,1074,0.00178055
2026-04-30T19:30:30.091627,qwen/qwen3.6-plus,TURKEY,S1901M,order,5502,1388,0.00449475
2026-04-30T19:30:32.406047,google/gemma-4-31b-it,TURKEY,S1901M,order,5216,1096,0.00116864
2026-04-30T19:30:45.119180,qwen/qwen3.5-27b,TURKEY,S1901M,order,5588,3125,0.0091764
2026-04-30T19:30:50.034626,anthropic/claude-haiku-4.5,TURKEY,S1901M,order,7431,5446,0.034661
2026-04-30T19:30:52.164174,openai/gpt-oss-120b,TURKEY,S1901M,phase_result_diary,2844,236,0.0005682
2026-04-30T19:30:58.118342,google/gemini-2.5-flash-lite,TURKEY,S1901M,phase_result_diary,2879,2126,0.0011383
2026-04-30T19:30:58.863124,x-ai/grok-4.1-fast,TURKEY,S1901M,phase_result_diary,3480,1114,0.00123095
2026-04-30T19:31:06.177635,anthropic/claude-haiku-4.5,TURKEY,S1901M,phase_result_diary,4016,1267,0.010351
2026-04-30T19:31:23.256687,google/gemma-4-31b-it,TURKEY,S1901M,phase_result_diary,2766,851,0.00072764
2026-04-30T19:31:29.943054,qwen/qwen3.6-plus,TURKEY,S1901M,phase_result_diary,2995,2079,0.005027425
2026-04-30T19:31:35.786128,qwen/qwen3.5-27b,TURKEY,S1901M,phase_result_diary,2941,4220,0.007156695
2026-04-30T19:31:50.192664,google/gemini-2.5-flash-lite,TURKEY,F1901M,negotiation,4412,4530,0.0022532
2026-04-30T19:31:52.558358,x-ai/grok-4.1-fast,TURKEY,F1901M,negotiation,5214,1747,0.00189425
2026-04-30T19:31:54.432073,qwen/qwen3.5-27b,TURKEY,F1901M,negotiation,4730,1442,0.00317187
2026-04-30T19:31:54.533143,anthropic/claude-haiku-4.5,TURKEY,F1901M,negotiation,5670,1861,0.014975
2026-04-30T19:31:57.762092,openai/gpt-oss-120b,TURKEY,F1901M,negotiation,4249,406,0.0008091315
2026-04-30T19:32:49.620741,qwen/qwen3.6-plus,TURKEY,F1901M,negotiation,4654,3985,0.0092833
2026-04-30T19:35:30.067473,google/gemma-4-31b-it,TURKEY,F1901M,negotiation,4256,1952,0.00137664
2026-04-30T19:35:34.333111,openai/gpt-oss-120b,TURKEY,F1901M,negotiation,4981,365,0.00096615
2026-04-30T19:35:44.201358,qwen/qwen3.5-27b,TURKEY,F1901M,negotiation,5323,997,0.002593305
2026-04-30T19:35:45.362315,google/gemini-2.5-flash-lite,TURKEY,F1901M,negotiation,4872,4521,0.0022956
2026-04-30T19:35:55.127733,anthropic/claude-haiku-4.5,TURKEY,F1901M,negotiation,6693,2469,0.019038
2026-04-30T19:36:03.415605,x-ai/grok-4.1-fast,TURKEY,F1901M,negotiation,6305,2690,0.00258395
2026-04-30T19:36:21.167584,google/gemma-4-31b-it,TURKEY,F1901M,negotiation,4706,2118,0.00150604
2026-04-30T19:36:32.104773,qwen/qwen3.6-plus,TURKEY,F1901M,negotiation,5303,3307,0.008172125
2026-04-30T19:36:38.738657,openai/gpt-oss-120b,TURKEY,F1901M,negotiation_diary_raw,4270,618,0.0010113
2026-04-30T19:36:47.246279,qwen/qwen3.5-27b,TURKEY,F1901M,negotiation_diary_raw,4082,1302,0.00282711
2026-04-30T19:36:53.064568,google/gemini-2.5-flash-lite,TURKEY,F1901M,negotiation_diary_raw,3921,3783,0.0019053
2026-04-30T19:36:54.476894,x-ai/grok-4.1-fast,TURKEY,F1901M,negotiation_diary_raw,5698,2222,0.00222855
2026-04-30T19:37:29.314681,anthropic/claude-haiku-4.5,TURKEY,F1901M,negotiation_diary_raw,6178,3997,0.026163
2026-04-30T19:37:34.109662,qwen/qwen3.6-plus,TURKEY,F1901M,negotiation_diary_raw,4316,3373,0.00798005
2026-04-30T19:37:40.387529,google/gemma-4-31b-it,TURKEY,F1901M,negotiation_diary_raw,3855,2928,0.0017109
2026-04-30T19:37:50.726071,openai/gpt-oss-120b,TURKEY,F1901M,order,5348,858,0.000878
2026-04-30T19:37:54.890383,google/gemini-2.5-flash-lite,TURKEY,F1901M,order,5409,4627,0.0023917
2026-04-30T19:38:07.232483,x-ai/grok-4.1-fast,TURKEY,F1901M,order,6635,2665,0.00263745
2026-04-30T19:38:11.893581,anthropic/claude-haiku-4.5,TURKEY,F1901M,order,7446,3227,0.023581
2026-04-30T19:38:23.082497,qwen/qwen3.6-plus,TURKEY,F1901M,order,5851,2280,0.006347575
2026-04-30T19:39:15.448203,qwen/qwen3.5-27b,TURKEY,F1901M,order,5996,6710,0.0179028
2026-04-30T19:43:18.626816,google/gemma-4-31b-it,TURKEY,F1901M,order,5233,2045,0.00155062
