timestamp,model,power,phase,response_type,input_tokens,output_tokens,cost_usd
2026-05-09T07:19:24.297831,qwen/qwen3.5-27b,TURKEY,S1901M,initialization,2525,2518,0.004420455
2026-05-09T07:19:30.551514,x-ai/grok-4.1-fast,TURKEY,S1901M,initialization,936,1579,0.00095465
2026-05-09T07:19:30.727574,qwen/qwen3.6-plus,TURKEY,S1901M,initialization,862,1731,0.0036556
2026-05-09T07:20:06.369189,anthropic/claude-opus-4.6,TURKEY,S1901M,initialization,3338,3217,0.097115
2026-05-09T07:20:26.271795,deepseek/deepseek-v4-pro,TURKEY,S1901M,initialization,3548,2792,0.01543308
2026-05-09T07:20:45.823800,openai/gpt-5.4,TURKEY,S1901M,initialization,3059,3010,0.0527975
2026-05-09T07:23:27.044781,google/gemma-4-31b-it,TURKEY,S1901M,initialization,2457,2489,0.00126523
2026-05-09T07:24:05.777277,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,3643,2984,0.0082545
2026-05-09T07:24:06.465869,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation,4796,1788,0.06868
2026-05-09T07:24:07.049162,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,1971,2149,0.004831125
2026-05-09T07:24:12.017551,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,2062,2961,0.00187085
2026-05-09T07:24:19.904679,openai/gpt-5.4,TURKEY,S1901M,negotiation,4300,2374,0.04636
2026-05-09T07:25:05.555597,deepseek/deepseek-v4-pro,TURKEY,S1901M,negotiation,4747,2828,0.01810122
2026-05-09T07:27:33.514939,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,3698,1448,0.00103098
2026-05-09T07:28:04.343317,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,2836,1884,0.00148715
2026-05-09T07:28:09.815887,openai/gpt-5.4,TURKEY,S1901M,negotiation,5263,1616,0.0373975
2026-05-09T07:28:18.211481,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,2695,2328,0.005415475
2026-05-09T07:28:23.653751,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,4200,4083,0.0110592
2026-05-09T07:29:47.181741,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation,5989,6241,0.18597
2026-05-09T07:30:24.835583,deepseek/deepseek-v4-pro,TURKEY,S1901M,negotiation,5651,3738,0.0223159
2026-05-09T07:32:42.856948,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,4438,1761,0.00124612
2026-05-09T07:33:09.422221,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation_diary_raw,2259,1749,0.00130425
2026-05-09T07:33:11.847368,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation_diary_raw,3546,2470,0.00454467
2026-05-09T07:33:20.548165,openai/gpt-5.4,TURKEY,S1901M,negotiation_diary_raw,4839,1923,0.0409425
2026-05-09T07:33:28.551989,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation_diary_raw,5533,2408,0.087865
2026-05-09T07:33:29.013363,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation_diary_raw,2040,2497,0.00553215
2026-05-09T07:34:15.934707,deepseek/deepseek-v4-pro,TURKEY,S1901M,negotiation_diary_raw,5069,2921,0.015188112
2026-05-09T07:37:21.474260,google/gemma-4-31b-it,TURKEY,S1901M,negotiation_diary_raw,3749,1451,0.00103875
2026-05-09T07:37:36.621775,openai/gpt-5.4,TURKEY,S1901M,order,7494,812,0.030915
2026-05-09T07:37:37.995096,deepseek/deepseek-v4-pro,TURKEY,S1901M,order,8191,509,0.01602366
2026-05-09T07:37:41.608699,x-ai/grok-4.1-fast,TURKEY,S1901M,order,2683,1499,0.00126405
2026-05-09T07:38:00.374134,qwen/qwen3.5-27b,TURKEY,S1901M,order,5992,2961,0.0080136
2026-05-09T07:38:01.615892,anthropic/claude-opus-4.6,TURKEY,S1901M,order,8129,1841,0.08667
2026-05-09T07:38:02.789902,qwen/qwen3.6-plus,TURKEY,S1901M,order,2619,2218,0.005176275
2026-05-09T07:42:16.888184,google/gemma-4-31b-it,TURKEY,S1901M,order,5802,1009,0.00113768
2026-05-09T07:42:33.107836,openai/gpt-5.4,TURKEY,S1901M,phase_result_diary,3989,445,0.0166475
2026-05-09T07:42:36.226988,x-ai/grok-4.1-fast,TURKEY,S1901M,phase_result_diary,1529,1105,0.00083625
2026-05-09T07:42:40.999249,anthropic/claude-opus-4.6,TURKEY,S1901M,phase_result_diary,4286,1019,0.046905
2026-05-09T07:42:43.058791,qwen/qwen3.5-27b,TURKEY,S1901M,phase_result_diary,3150,2256,0.00413361
2026-05-09T07:42:53.259364,qwen/qwen3.6-plus,TURKEY,S1901M,phase_result_diary,1505,1952,0.004295525
2026-05-09T07:43:06.842539,deepseek/deepseek-v4-pro,TURKEY,S1901M,phase_result_diary,4295,1519,0.01275942
2026-05-09T07:43:07.491087,google/gemma-4-31b-it,TURKEY,S1901M,phase_result_diary,3012,689,0.00065338
2026-05-09T07:43:28.430041,x-ai/grok-4.1-fast,TURKEY,F1901M,negotiation,3371,1650,0.00147715
2026-05-09T07:43:45.101910,anthropic/claude-opus-4.6,TURKEY,F1901M,negotiation,6187,1678,0.072885
2026-05-09T07:43:50.022084,qwen/qwen3.6-plus,TURKEY,F1901M,negotiation,3054,2285,0.0054483
2026-05-09T07:43:51.969789,qwen/qwen3.5-27b,TURKEY,F1901M,negotiation,4869,5561,0.0148071
2026-05-09T07:44:22.137241,openai/gpt-5.4,TURKEY,F1901M,negotiation,5520,3090,0.06015
2026-05-09T07:45:32.292066,deepseek/deepseek-v4-pro,TURKEY,F1901M,negotiation,5975,2858,0.021185718
2026-05-09T07:45:46.271100,google/gemma-4-31b-it,TURKEY,F1901M,negotiation,4622,3074,0.00176898
2026-05-09T07:46:14.664944,qwen/qwen3.5-27b,TURKEY,F1901M,negotiation,5534,2289,0.00464997
2026-05-09T07:46:23.450216,anthropic/claude-opus-4.6,TURKEY,F1901M,negotiation,7652,1626,0.07891
2026-05-09T07:46:28.448258,qwen/qwen3.6-plus,TURKEY,F1901M,negotiation,3649,2243,0.005559775
