timestamp,model,power,phase,response_type,input_tokens,output_tokens,cost_usd
2026-05-09T20:01:23.410344,x-ai/grok-4.1-fast,unknown,unknown,unknown,1503,509,0.000532
2026-05-09T20:01:25.793852,x-ai/grok-4.1-fast,unknown,unknown,unknown,1279,929,0.00069825
2026-05-09T20:01:27.441028,x-ai/grok-4.1-fast,unknown,unknown,unknown,1451,871,0.00070365
2026-05-09T20:01:43.491645,x-ai/grok-4.1-fast,unknown,unknown,unknown,1248,1807,0.00113105
2026-05-09T20:01:44.813376,x-ai/grok-4.1-fast,unknown,unknown,unknown,1742,1424,0.0010373
2026-05-09T20:01:45.092212,x-ai/grok-4.1-fast,unknown,unknown,unknown,1500,2441,0.00149845
2026-05-09T20:01:52.219835,x-ai/grok-4.1-fast,unknown,unknown,unknown,1803,1579,0.001127
2026-05-09T20:01:52.557948,x-ai/grok-4.1-fast,unknown,unknown,unknown,2197,1914,0.00137435
2026-05-09T20:01:57.772075,x-ai/grok-4.1-fast,unknown,unknown,unknown,1224,737,0.0005902
2026-05-09T20:02:00.920022,x-ai/grok-4.1-fast,unknown,unknown,unknown,1320,803,0.00064345
2026-05-09T20:02:09.399969,x-ai/grok-4.1-fast,unknown,unknown,unknown,2134,1076,0.00094275
2026-05-09T20:02:11.592603,x-ai/grok-4.1-fast,unknown,unknown,unknown,1623,792,0.0006975
2026-05-09T20:02:12.305355,x-ai/grok-4.1-fast,unknown,unknown,unknown,1362,1346,0.0009223
2026-05-09T20:02:13.850117,x-ai/grok-4.1-fast,unknown,unknown,unknown,1603,1374,0.0009845
2026-05-09T20:02:16.372363,x-ai/grok-4.1-fast,unknown,unknown,unknown,2976,1226,0.00118615
2026-05-09T20:02:28.900475,x-ai/grok-4.1-fast,unknown,unknown,unknown,1694,1089,0.00086125
2026-05-09T20:02:30.432882,x-ai/grok-4.1-fast,unknown,unknown,unknown,1847,955,0.00082485
2026-05-09T20:02:37.861772,x-ai/grok-4.1-fast,unknown,unknown,unknown,1550,1492,0.0010329
2026-05-09T20:02:43.660385,x-ai/grok-4.1-fast,unknown,unknown,unknown,1993,1658,0.0012045
2026-05-09T20:02:52.727479,x-ai/grok-4.1-fast,unknown,unknown,unknown,1420,2338,0.00143095
2026-05-09T20:02:55.817813,x-ai/grok-4.1-fast,unknown,unknown,unknown,1778,732,0.0006985
2026-05-09T20:02:56.748770,x-ai/grok-4.1-fast,unknown,unknown,unknown,1530,1410,0.0009879
2026-05-09T20:02:57.717040,x-ai/grok-4.1-fast,unknown,unknown,unknown,2847,1804,0.00144935
2026-05-09T20:03:09.109858,x-ai/grok-4.1-fast,unknown,unknown,unknown,1510,839,0.0006984
2026-05-09T20:03:21.994548,x-ai/grok-4.1-fast,unknown,unknown,unknown,1642,1596,0.0011033
2026-05-09T20:03:22.710017,x-ai/grok-4.1-fast,unknown,unknown,unknown,1659,844,0.00073175
2026-05-09T20:03:23.057500,x-ai/grok-4.1-fast,unknown,unknown,unknown,1844,2861,0.0017762
2026-05-09T20:03:30.304149,x-ai/grok-4.1-fast,unknown,unknown,unknown,2311,1315,0.0010966
2026-05-09T20:03:31.189012,x-ai/grok-4.1-fast,unknown,unknown,unknown,2816,1436,0.00125915
2026-05-09T20:03:40.618538,x-ai/grok-4.1-fast,unknown,unknown,unknown,1441,929,0.0007296
2026-05-09T20:03:42.333689,x-ai/grok-4.1-fast,unknown,unknown,unknown,2337,1021,0.0009548
2026-05-09T20:03:43.297608,x-ai/grok-4.1-fast,unknown,unknown,unknown,1618,730,0.0006655
2026-05-09T20:03:57.213925,x-ai/grok-4.1-fast,unknown,unknown,unknown,1856,1420,0.0010581
2026-05-09T20:04:08.069709,x-ai/grok-4.1-fast,unknown,unknown,unknown,3026,1811,0.00148865
2026-05-09T20:04:09.173011,x-ai/grok-4.1-fast,unknown,unknown,unknown,1720,1421,0.0010314
2026-05-09T20:04:11.470093,x-ai/grok-4.1-fast,unknown,unknown,unknown,1571,1576,0.0010791
2026-05-09T20:04:14.618334,x-ai/grok-4.1-fast,unknown,unknown,unknown,1452,2575,0.0015548
2026-05-09T20:04:30.164812,x-ai/grok-4.1-fast,unknown,unknown,unknown,2826,1305,0.00119565
2026-05-09T20:04:34.428599,x-ai/grok-4.1-fast,unknown,unknown,unknown,1691,1754,0.0011921
2026-05-09T20:04:34.874004,x-ai/grok-4.1-fast,unknown,unknown,unknown,1774,1341,0.00100325
2026-05-09T20:04:41.744894,x-ai/grok-4.1-fast,unknown,unknown,unknown,2011,1720,0.0012391
2026-05-09T20:04:47.760125,x-ai/grok-4.1-fast,unknown,unknown,unknown,2108,1121,0.000959
2026-05-09T20:04:51.313587,x-ai/grok-4.1-fast,unknown,unknown,unknown,1515,874,0.00071795
2026-05-09T20:04:53.558304,x-ai/grok-4.1-fast,unknown,unknown,unknown,1606,916,0.0007561
2026-05-09T20:05:05.613083,x-ai/grok-4.1-fast,unknown,unknown,unknown,2149,1150,0.0009817
2026-05-09T20:05:08.445717,x-ai/grok-4.1-fast,unknown,unknown,unknown,1610,2955,0.00177745
2026-05-09T20:05:23.016640,x-ai/grok-4.1-fast,unknown,unknown,unknown,1644,2507,0.0015592
2026-05-09T20:05:24.367141,x-ai/grok-4.1-fast,unknown,unknown,unknown,3129,1601,0.0014032
2026-05-09T20:05:31.454120,x-ai/grok-4.1-fast,unknown,unknown,unknown,2084,1232,0.0010097
2026-05-09T20:05:38.707719,x-ai/grok-4.1-fast,unknown,unknown,unknown,1409,1432,0.0009747
2026-05-09T20:05:39.644346,x-ai/grok-4.1-fast,unknown,unknown,unknown,1625,792,0.0006979
2026-05-09T20:05:45.318619,x-ai/grok-4.1-fast,unknown,unknown,unknown,1714,2677,0.0016582
2026-05-09T20:05:47.660856,x-ai/grok-4.1-fast,unknown,unknown,unknown,1795,1445,0.0010584
2026-05-09T20:05:56.656590,x-ai/grok-4.1-fast,unknown,unknown,unknown,1989,1064,0.00090775
2026-05-09T20:05:57.157831,x-ai/grok-4.1-fast,unknown,unknown,unknown,1396,1878,0.00119615
2026-05-09T20:06:16.447693,x-ai/grok-4.1-fast,unknown,unknown,unknown,1453,981,0.000758
2026-05-09T20:06:17.297426,x-ai/grok-4.1-fast,unknown,unknown,unknown,1668,1632,0.00112755
2026-05-09T20:06:22.929090,x-ai/grok-4.1-fast,unknown,unknown,unknown,3005,2266,0.00171195
2026-05-09T20:06:28.204188,x-ai/grok-4.1-fast,unknown,unknown,unknown,2279,618,0.00074275
2026-05-09T20:06:34.086810,x-ai/grok-4.1-fast,unknown,unknown,unknown,1445,2084,0.0013079
2026-05-09T20:06:34.169016,x-ai/grok-4.1-fast,unknown,unknown,unknown,1980,2524,0.0016349
2026-05-09T20:06:37.750168,x-ai/grok-4.1-fast,unknown,unknown,unknown,1688,1324,0.00097755
2026-05-09T20:06:50.008556,x-ai/grok-4.1-fast,unknown,unknown,unknown,1529,638,0.0006017
2026-05-09T20:07:02.223570,x-ai/grok-4.1-fast,unknown,unknown,unknown,1899,1743,0.0012282
2026-05-09T20:07:13.142160,x-ai/grok-4.1-fast,unknown,unknown,unknown,2131,648,0.0007271
2026-05-09T20:07:18.408639,x-ai/grok-4.1-fast,unknown,unknown,unknown,1344,2293,0.00139325
2026-05-09T20:07:19.964793,x-ai/grok-4.1-fast,unknown,unknown,unknown,1679,1371,0.00099925
2026-05-09T20:07:20.957159,x-ai/grok-4.1-fast,unknown,unknown,unknown,3406,3443,0.00238065
2026-05-09T20:07:26.042817,x-ai/grok-4.1-fast,unknown,unknown,unknown,1688,2556,0.0015925
2026-05-09T20:07:32.053310,x-ai/grok-4.1-fast,unknown,unknown,unknown,2936,1579,0.00135465
2026-05-09T20:07:43.671409,x-ai/grok-4.1-fast,unknown,unknown,unknown,1915,1358,0.0010389
2026-05-09T20:07:48.353515,x-ai/grok-4.1-fast,unknown,unknown,unknown,1388,1727,0.00111905
2026-05-09T20:07:50.210647,x-ai/grok-4.1-fast,unknown,unknown,unknown,1718,1576,0.00110955
