timestamp,model,power,phase,response_type,input_tokens,output_tokens,cost_usd
2026-04-21T16:40:28.301677,x-ai/grok-4.1-fast,TURKEY,S1904M,negotiation,6672,1146,0.00188535
2026-04-21T16:40:32.703786,google/gemini-2.5-flash-lite,TURKEY,S1904M,negotiation,4260,4547,0.0022448
2026-04-21T16:40:32.706498,openai/gpt-oss-120b,TURKEY,S1904M,negotiation,4222,427,0.000245788
2026-04-21T16:40:39.352989,anthropic/claude-haiku-4.5,TURKEY,S1904M,negotiation,5694,1932,0.015354
2026-04-21T16:41:11.170916,qwen/qwen3.5-27b,TURKEY,S1904M,negotiation,3949,4173,0.007279935
2026-04-21T16:41:22.707863,google/gemma-4-31b-it,TURKEY,S1904M,negotiation,4851,1538,0.00121507
2026-04-21T16:41:34.566159,qwen/qwen3.6-plus,TURKEY,S1904M,negotiation,5192,4168,0.009815
2026-04-21T16:41:52.568754,openai/gpt-oss-120b,TURKEY,S1904M,negotiation,5757,601,0.000338713
2026-04-21T16:41:55.018707,x-ai/grok-4.1-fast,TURKEY,S1904M,negotiation,7759,2069,0.00256425
2026-04-21T16:41:55.830823,anthropic/claude-haiku-4.5,TURKEY,S1904M,negotiation,7186,1967,0.017021
2026-04-21T16:42:31.210924,google/gemma-4-31b-it,TURKEY,S1904M,negotiation,5776,1280,0.00132064
2026-04-21T16:42:41.152266,qwen/qwen3.6-plus,TURKEY,S1904M,negotiation,6645,3521,0.009025575
2026-04-21T16:43:38.476097,google/gemini-2.5-flash-lite,TURKEY,S1904M,negotiation,0,0,0.0
2026-04-21T16:46:03.083879,qwen/qwen3.5-27b,TURKEY,S1904M,negotiation,4704,7255,0.01694088
2026-04-21T16:46:18.225068,anthropic/claude-haiku-4.5,TURKEY,S1904M,negotiation,8806,1352,0.015566
2026-04-21T16:46:22.742281,x-ai/grok-4.1-fast,TURKEY,S1904M,negotiation,8553,1726,0.00255155
2026-04-21T16:46:32.063988,openai/gpt-oss-120b,TURKEY,S1904M,negotiation,6908,684,0.0005164
2026-04-21T16:46:42.609568,qwen/qwen3.5-27b,TURKEY,S1904M,negotiation,5393,3430,0.006402435
2026-04-21T16:47:17.329899,google/gemma-4-31b-it,TURKEY,S1904M,negotiation,6471,1266,0.00141234
2026-04-21T16:47:18.038347,qwen/qwen3.6-plus,TURKEY,S1904M,negotiation,7800,3880,0.010101
2026-04-21T16:48:11.289769,google/gemini-2.5-flash-lite,TURKEY,S1904M,negotiation,6442,4675,0.0025142
2026-04-21T16:48:28.129819,x-ai/grok-4.1-fast,TURKEY,S1904M,negotiation_diary_raw,5365,2132,0.00211695
2026-04-21T16:48:29.128712,anthropic/claude-haiku-4.5,TURKEY,S1904M,negotiation_diary_raw,8107,1892,0.017567
2026-04-21T16:48:32.432200,openai/gpt-oss-120b,TURKEY,S1904M,negotiation_diary_raw,6425,737,0.000390605
2026-04-21T16:49:20.923055,google/gemma-4-31b-it,TURKEY,S1904M,negotiation_diary_raw,4248,1354,0.00113632
2026-04-21T16:49:23.096404,qwen/qwen3.6-plus,TURKEY,S1904M,negotiation_diary_raw,5934,3910,0.00955305
2026-04-21T16:49:36.687974,qwen/qwen3.5-27b,TURKEY,S1904M,negotiation_diary_raw,3906,7359,0.0188334
2026-04-21T16:50:13.155882,google/gemini-2.5-flash-lite,TURKEY,S1904M,negotiation_diary_raw,5054,4586,0.0023398
2026-04-21T16:50:20.444072,openai/gpt-oss-120b,TURKEY,S1904M,order,2958,274,0.0006081
2026-04-21T16:50:24.948647,anthropic/claude-haiku-4.5,TURKEY,S1904M,order,5461,939,0.010156
2026-04-21T16:50:26.555976,x-ai/grok-4.1-fast,TURKEY,S1904M,order,3269,1084,0.00117375
2026-04-21T16:50:30.448347,openai/gpt-oss-120b,TURKEY,S1904M,order,3272,585,0.000238758
2026-04-21T16:50:32.733845,anthropic/claude-haiku-4.5,TURKEY,S1904M,order,3795,1998,0.013785
2026-04-21T16:50:33.212512,google/gemini-2.5-flash-lite,TURKEY,S1904M,order,3282,4591,0.0021646
2026-04-21T16:51:09.926176,qwen/qwen3.5-27b,TURKEY,S1904M,order,2720,4510,0.010476
2026-04-21T16:51:12.884396,qwen/qwen3.5-27b,TURKEY,S1904M,order,2766,4463,0.00750165
2026-04-21T16:51:20.425104,qwen/qwen3.6-plus,TURKEY,S1904M,order,4548,3643,0.00858195
2026-04-21T16:51:23.011179,qwen/qwen3.6-plus,TURKEY,S1904M,order,2853,3706,0.008153925
2026-04-21T16:51:26.721088,x-ai/grok-4.1-fast,TURKEY,S1904M,order,5844,6812,0.00455275
