timestamp,model,power,phase,response_type,input_tokens,output_tokens,cost_usd
2026-05-05T20:17:51.250416,openai/gpt-oss-120b,TURKEY,S1901M,initialization,2179,249,0.0003175
2026-05-05T20:17:56.033210,google/gemini-2.5-flash-lite,TURKEY,S1901M,initialization,2111,2197,0.0010899
2026-05-05T20:18:11.090954,x-ai/grok-4.1-fast,TURKEY,S1901M,initialization,2940,1912,0.00152195
2026-05-05T20:18:24.824320,qwen/qwen3.5-27b,TURKEY,S1901M,initialization,2105,2067,0.003634995
2026-05-05T20:18:30.142810,qwen/qwen3.6-plus,TURKEY,S1901M,initialization,2245,2247,0.005111275
2026-05-05T20:18:36.871020,anthropic/claude-opus-4.6,TURKEY,S1901M,initialization,2902,2161,0.068535
2026-05-05T20:20:06.695701,google/gemma-4-31b-it,TURKEY,S1901M,initialization,2151,1918,0.00100847
2026-05-05T20:20:09.886898,openai/gpt-oss-120b,TURKEY,S1901M,negotiation,3426,460,0.0005726
2026-05-05T20:20:14.266239,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation,3174,1951,0.0010978
2026-05-05T20:20:32.034710,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,4093,1044,0.00131855
2026-05-05T20:20:34.838839,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,3234,2276,0.00418119
2026-05-05T20:20:35.506838,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,3274,1329,0.00098996
2026-05-05T20:20:39.608030,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation,4309,1454,0.057895
2026-05-05T20:20:55.433184,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,3577,2529,0.006094075
2026-05-05T20:21:00.822960,openai/gpt-oss-120b,TURKEY,S1901M,negotiation,4217,421,0.0005901
2026-05-05T20:21:04.905521,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation,3986,1927,0.0011694
2026-05-05T20:21:26.480762,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation,4823,1956,0.0019195
2026-05-05T20:21:35.021343,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation,4426,2121,0.0055744
2026-05-05T20:21:47.882181,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation,3891,2145,0.00568377
2026-05-05T20:21:50.643834,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation,5606,2560,0.09203
2026-05-05T20:22:24.323686,google/gemma-4-31b-it,TURKEY,S1901M,negotiation,4141,3725,0.00206974
2026-05-05T20:22:31.719832,google/gemini-2.5-flash-lite,TURKEY,S1901M,negotiation_diary_raw,3362,2456,0.0013186
2026-05-05T20:22:48.333186,openai/gpt-oss-120b,TURKEY,S1901M,negotiation_diary_raw,3697,402,0.000216543
2026-05-05T20:22:52.703095,qwen/qwen3.5-27b,TURKEY,S1901M,negotiation_diary_raw,3203,2440,0.004430985
2026-05-05T20:22:54.763129,x-ai/grok-4.1-fast,TURKEY,S1901M,negotiation_diary_raw,4436,1581,0.00165565
2026-05-05T20:23:12.150047,qwen/qwen3.6-plus,TURKEY,S1901M,negotiation_diary_raw,3621,2569,0.006186375
2026-05-05T20:23:15.562191,google/gemma-4-31b-it,TURKEY,S1901M,negotiation_diary_raw,3453,1841,0.00114847
2026-05-05T20:23:18.716473,anthropic/claude-opus-4.6,TURKEY,S1901M,negotiation_diary_raw,5370,2692,0.09415
2026-05-05T20:23:21.053461,openai/gpt-oss-120b,TURKEY,S1901M,order,5384,605,0.0011706
2026-05-05T20:23:26.060312,google/gemini-2.5-flash-lite,TURKEY,S1901M,order,5122,2416,0.0014786
2026-05-05T20:23:29.213167,x-ai/grok-4.1-fast,TURKEY,S1901M,order,6795,741,0.00170745
2026-05-05T20:23:45.402494,anthropic/claude-opus-4.6,TURKEY,S1901M,order,7384,1366,0.07107
2026-05-05T20:23:48.085743,qwen/qwen3.6-plus,TURKEY,S1901M,order,5680,1543,0.00485485
2026-05-05T20:25:34.474216,qwen/qwen3.5-27b,TURKEY,S1901M,order,5062,8814,0.0226722
2026-05-05T20:25:49.524085,google/gemma-4-31b-it,TURKEY,S1901M,order,5131,4315,0.00230673
2026-05-05T20:25:50.881906,openai/gpt-oss-120b,TURKEY,S1901M,phase_result_diary,2760,234,0.0005544
2026-05-05T20:25:57.400378,google/gemini-2.5-flash-lite,TURKEY,S1901M,phase_result_diary,2689,2167,0.0011357
2026-05-05T20:26:10.660958,x-ai/grok-4.1-fast,TURKEY,S1901M,phase_result_diary,3588,946,0.00116855
2026-05-05T20:26:18.032508,anthropic/claude-opus-4.6,TURKEY,S1901M,phase_result_diary,4061,1127,0.04848
2026-05-05T20:26:18.655476,qwen/qwen3.5-27b,TURKEY,S1901M,phase_result_diary,2691,2234,0.004009785
2026-05-05T20:26:23.508023,qwen/qwen3.6-plus,TURKEY,S1901M,phase_result_diary,2960,1812,0.0044954
2026-05-05T20:26:40.920379,google/gemma-4-31b-it,TURKEY,S1901M,phase_result_diary,2706,872,0.00068314
